student_id,name,listening,reading,writing,speaking,target_overall,study_hours_per_week
388,Võ Minh Dũng,5.5,7.0,6.0,3.5,7.5,29
389,Bùi Thanh Mai,8.0,6.5,8.0,4.0,7.5,20
390,Ngô Minh Bảo,7.0,4.0,4.0,3.5,8.5,17
391,Ngô Tấn Phát,4.5,7.5,5.0,5.0,5.5,19
392,Huỳnh Tấn Bảo,6.0,7.5,8.0,6.5,6.0,24
393,Phan Thanh Phát,5.5,6.5,4.0,3.5,6.0,21
394,Ngô Ngọc Mai,3.5,7.0,5.0,6.5,7.0,25
395,Đặng Tấn Anh,4.0,3.5,5.5,5.5,7.5,12
396,Ngô Hữu Bảo,4.0,4.5,4.0,5.5,7.5,22
397,Phan Quốc Anh,5.0,9.0,7.5,8.0,5.5,19
398,Nguyễn Thị Anh,9.0,6.0,7.0,3.5,6.5,5
399,Trần Công Thành,7.0,6.5,3.5,4.5,6.0,6
400,Đỗ Tấn Thành,8.5,9.0,6.5,6.0,6.0,19
401,Hồ Đức Mai,6.0,4.5,6.5,6.5,7.5,20
402,Dương Quốc Phong,3.5,7.5,4.5,3.0,7.5,29
403,Lê Quốc Tuấn,4.0,9.0,4.0,4.5,8.5,10
404,Hồ Tấn Tuấn,7.5,3.5,8.0,4.5,8.5,5
405,Bùi Thị Phát,5.0,9.0,4.5,4.0,8.0,11
406,Phan Công Phát,6.5,5.5,7.0,7.5,6.5,25
407,Trần Tấn Bảo,3.5,4.5,3.5,3.0,7.0,11
408,Hồ Hoàng Linh,5.5,7.0,7.0,7.0,7.5,26
409,Lê Tấn Bảo,9.0,7.0,8.0,7.5,5.5,13
410,Bùi Đức Bảo,5.5,7.0,8.0,7.0,6.0,25
411,Dương Khánh Mai,7.5,5.5,5.5,5.0,8.0,30
412,Đặng Quốc Phong,7.0,9.0,7.0,7.0,7.0,9
413,Huỳnh Quốc Lan,8.0,8.5,6.5,3.5,7.0,8
414,Bùi Minh Dũng,8.0,5.0,7.0,5.0,7.0,26
415,Đặng Thanh Tuấn,8.5,8.5,4.5,6.0,6.0,8
416,Hoàng Đức Tuấn,9.0,5.5,5.5,3.0,7.0,11
417,Trần Thanh Trang,8.5,7.0,7.5,8.0,6.5,27
418,Đặng Tấn Hương,8.5,3.5,3.0,4.0,6.0,27
419,Phan Tấn Tú,4.5,6.5,4.0,8.0,8.5,27
420,Hồ Khánh Hải,8.0,6.0,7.0,6.5,5.5,22
421,Nguyễn Công Anh,8.0,8.5,3.0,7.0,5.5,8
422,Đỗ Văn Thành,8.5,8.5,7.0,7.5,6.0,17
423,Võ Thanh Tú,7.5,5.5,3.0,6.0,5.5,18
424,Lý Khánh Linh,9.0,7.5,6.5,7.5,8.0,17
425,Lý Hoàng Tú,5.0,8.0,7.0,6.5,6.5,18
426,Phan Thị Dũng,7.0,3.5,6.0,5.0,6.5,27
427,Hoàng Thị Dũng,7.5,7.0,4.0,7.5,7.5,24
428,Lý Thị Tú,4.0,8.0,7.0,8.0,8.5,15
429,Võ Khánh Hương,7.5,6.5,8.0,4.0,5.5,25
430,Lê Quốc Phong,3.5,5.0,4.5,3.0,7.5,25
431,Nguyễn Văn Bảo,4.5,7.0,7.5,4.0,5.5,11
432,Nguyễn Thị Mai,7.0,5.5,3.0,8.0,7.5,13
433,Phan Thanh Mai,6.0,4.0,6.0,7.5,8.5,30
434,Hồ Minh Linh,6.0,7.5,3.0,5.0,8.5,23
435,Hoàng Văn Hùng,7.0,8.5,4.5,3.0,6.5,5
436,Nguyễn Tấn Tuấn,8.5,7.0,8.0,6.0,8.5,30
437,Bùi Ngọc Mai,3.5,5.5,4.5,3.0,6.0,19
438,Lê Minh Hương,7.0,3.5,6.0,3.0,8.0,29
439,Nguyễn Công Linh,9.0,8.0,7.5,5.0,7.0,5
440,Hoàng Thanh Tuấn,4.0,4.0,5.0,7.5,7.5,18
441,Đặng Văn Thành,7.5,4.5,8.0,8.0,6.5,20
442,Võ Tấn Tuấn,4.5,8.5,3.5,6.0,7.0,14
443,Hồ Quốc Hùng,5.5,8.0,4.5,5.0,7.0,21
444,Huỳnh Đức Hải,6.0,6.0,5.0,4.0,8.5,5
445,Trần Ngọc Trang,7.0,5.0,5.5,8.0,7.0,11
446,Trần Thị Hùng,5.5,6.5,8.0,5.0,8.0,22
447,Bùi Khánh Dũng,6.0,6.5,5.5,8.0,8.0,14
448,Phạm Đức Phong,4.0,8.0,3.5,8.0,7.5,7
449,Đỗ Thị Trang,7.0,6.0,6.5,6.5,7.5,14
450,Dương Công Lan,8.0,4.0,4.5,5.0,8.5,24
451,Đỗ Văn Phong,7.0,7.5,3.5,4.0,7.5,27
452,Ngô Hoàng Lan,6.0,7.0,6.0,4.0,7.0,10
453,Hoàng Hữu Hùng,4.5,5.5,5.0,6.5,7.0,21
454,Lê Minh Phong,7.0,6.0,6.0,7.5,7.0,22
455,Huỳnh Tấn Phát,4.0,3.5,3.0,3.5,6.5,29
456,Vũ Đức Hải,9.0,8.5,6.0,4.0,5.5,20
457,Hồ Thanh Trang,7.5,4.0,6.5,4.5,8.0,5
458,Phan Đức Linh,9.0,6.5,7.5,7.0,6.5,19
459,Phạm Tấn Phát,4.5,3.5,6.0,5.0,7.5,21
460,Dương Quốc Hương,4.0,7.5,7.5,7.0,7.5,20
461,Đỗ Thanh Tú,8.0,8.5,4.5,4.5,8.5,16
462,Võ Khánh Trang,5.5,7.5,3.5,3.5,7.0,23
463,Dương Văn Mai,4.0,5.5,4.5,5.0,7.0,24
464,Lê Hoàng Hương,9.0,4.5,5.0,7.5,8.5,10
465,Bùi Công Nam,7.0,7.0,7.0,4.5,5.5,18
466,Võ Thị Linh,6.5,4.0,4.5,7.0,8.5,22
467,Phan Thị Phong,6.5,7.0,4.0,6.5,7.0,23
468,Vũ Văn Linh,3.5,8.0,7.5,6.0,6.0,6
469,Dương Công Phát,6.5,7.5,4.5,4.0,7.5,28
470,Trần Tấn Nam,5.0,4.5,3.0,5.0,7.0,18
471,Ngô Tấn Trang,4.5,4.5,5.0,7.5,7.5,13
472,Lê Thị Linh,5.5,8.0,4.5,3.0,7.0,28
473,Nguyễn Thanh Thành,8.5,8.0,6.5,5.0,5.5,26
474,Đặng Hữu Dũng,8.0,3.5,7.0,3.5,6.0,10
475,Dương Hữu Phát,7.0,6.5,8.0,7.0,6.0,22
476,Hoàng Thị Trang,7.5,3.5,5.5,3.0,8.5,10
477,Dương Thanh Hải,9.0,4.0,8.0,7.0,5.5,7
478,Ngô Thanh Tú,6.0,9.0,3.0,6.0,6.0,15
479,Hoàng Hữu Anh,8.0,3.5,8.0,5.5,6.5,18
480,Vũ Khánh Trang,7.0,7.0,5.5,5.0,7.0,14
481,Vũ Ngọc Phát,8.5,7.5,5.5,5.0,6.5,6
482,Huỳnh Công Hùng,3.5,4.0,5.0,5.0,8.5,5
483,Lê Thị Hương,7.5,5.0,4.5,6.0,5.5,25
484,Huỳnh Đức Thành,8.0,8.0,6.0,3.5,6.0,18
485,Lý Ngọc Hùng,6.0,8.0,7.0,6.5,5.5,8
486,Đặng Quốc Hùng,4.0,4.5,6.0,7.5,8.0,21
487,Phạm Hữu Hải,6.5,6.5,5.0,7.5,8.5,22
488,Nguyễn Thị Lan,8.0,9.0,7.5,7.0,5.5,28
489,Nguyễn Tấn Tuấn,6.5,3.5,3.0,7.0,5.5,8
490,Đặng Ngọc Mai,3.5,4.5,7.5,3.0,8.0,24
491,Lý Hữu Trang,6.5,5.0,6.0,3.0,7.0,15
492,Ngô Hoàng Tú,8.5,9.0,5.0,5.0,6.5,23
493,Vũ Văn Nam,3.5,8.5,6.5,4.0,6.0,22
494,Bùi Hữu Trang,8.0,3.5,7.0,6.5,6.0,26
495,Đặng Khánh Linh,8.5,5.0,7.0,5.5,8.5,24
496,Hoàng Tấn Lan,9.0,3.5,3.0,7.0,6.0,25
497,Nguyễn Minh Thành,4.5,4.0,3.0,8.0,5.5,13
498,Lê Văn Hải,6.0,6.5,6.0,4.5,8.5,30
499,Nguyễn Minh Phong,5.0,6.0,6.5,5.5,7.0,13
500,Hồ Thanh Tuấn,3.5,5.5,8.0,4.5,5.5,9
501,Vũ Ngọc Tuấn,3.5,8.0,8.0,4.5,5.5,18
502,Vũ Văn Tuấn,4.0,9.0,4.0,4.5,6.0,13
503,Hoàng Công Bảo,4.5,4.0,5.5,5.5,7.5,17
504,Ngô Văn Mai,3.5,4.0,7.0,6.5,7.5,30
505,Vũ Hoàng Tuấn,8.0,7.5,7.5,5.0,6.0,8
506,Phạm Minh Hải,7.5,8.5,6.0,6.0,6.0,23
507,Lê Công Trang,6.5,4.5,4.5,6.5,7.5,22
508,Lê Đức Bảo,6.5,3.5,3.5,4.5,8.0,29
509,Phan Hoàng Hùng,5.0,6.0,3.5,7.0,5.5,9
510,Đặng Công Hải,7.0,4.0,7.5,3.0,8.5,8
511,Phan Tấn Nam,8.0,5.5,7.5,3.5,8.0,23
512,Phạm Hoàng Nam,8.5,5.0,6.5,3.0,6.5,25
513,Phan Hoàng Mai,7.5,9.0,3.0,3.0,6.0,5
514,Vũ Thị Linh,5.5,8.5,7.5,4.0,5.5,12
515,Phạm Hoàng Hải,3.5,7.5,7.0,5.0,5.5,23
516,Bùi Khánh Thành,6.0,4.5,6.0,7.0,5.5,27
517,Lý Công Tuấn,7.5,8.0,7.5,4.5,5.5,5
518,Võ Hoàng Linh,8.5,4.0,5.0,3.5,6.5,12
519,Lê Thị Phong,4.0,4.5,4.5,7.5,7.5,21
520,Bùi Khánh Phát,6.0,5.0,3.5,6.0,5.5,8
521,Phan Tấn Hương,4.0,5.0,6.5,5.5,8.0,10
522,Nguyễn Văn Hùng,5.5,7.5,5.5,7.0,5.5,28
523,Dương Khánh Phong,5.5,6.0,8.0,5.0,7.5,15
524,Lê Hoàng Nam,8.5,4.0,7.0,5.0,7.5,28
525,Lê Văn Tú,5.0,8.0,4.5,6.0,8.5,16
526,Trần Hoàng Lan,8.0,7.5,4.5,6.5,8.5,20
527,Ngô Thị Hải,3.5,3.5,3.0,3.0,6.5,18
528,Vũ Công Phát,7.0,4.5,7.5,6.5,6.0,23
529,Nguyễn Hoàng Hải,8.5,4.0,7.5,6.0,5.5,11
530,Phạm Văn Tuấn,6.5,5.5,5.0,7.0,7.5,23
531,Phạm Đức Mai,8.0,7.0,5.0,8.0,7.5,15
532,Hồ Hữu Phong,6.0,4.5,6.5,4.0,7.0,23
533,Võ Thị Thành,5.0,7.0,7.5,5.0,6.5,9
534,Lý Minh Trang,6.5,5.5,5.0,4.0,7.5,12
535,Hoàng Hữu Tú,9.0,9.0,7.0,6.0,8.0,28
536,Phan Hữu Linh,6.0,4.0,4.5,4.5,8.0,21
537,Lê Hữu Mai,7.0,5.0,3.0,4.0,5.5,17
538,Trần Hữu Linh,8.5,8.5,8.0,3.5,5.5,20
539,Phạm Công Nam,5.5,5.5,6.5,5.0,7.5,15
540,Phan Ngọc Trang,3.5,3.5,7.5,7.5,7.5,20
541,Nguyễn Thị Linh,5.0,4.5,3.0,5.0,5.5,8
542,Lý Thị Bảo,5.0,7.0,3.5,4.5,6.0,30
543,Dương Hữu Mai,7.0,4.0,5.0,3.0,7.0,7
544,Vũ Công Hải,5.0,6.0,3.5,5.5,7.0,19
545,Lý Hoàng Phát,9.0,7.0,5.0,4.5,6.5,22
546,Hoàng Khánh Lan,5.0,3.5,3.0,5.5,5.5,25
547,Vũ Công Trang,7.0,7.0,5.0,3.0,5.5,6
548,Hoàng Hữu Phát,7.5,5.0,6.5,3.5,8.5,12
549,Ngô Thị Dũng,6.5,3.5,6.5,8.0,7.5,13
550,Ngô Công Phong,7.5,7.5,3.5,6.5,8.5,15
551,Lê Ngọc Phát,4.0,9.0,3.0,4.0,6.0,17
552,Ngô Ngọc Hải,4.5,3.5,7.5,4.0,7.0,15
553,Bùi Thanh Linh,6.0,4.5,7.5,3.0,7.5,16
554,Võ Tấn Bảo,4.5,6.5,4.0,3.0,7.5,8
555,Phạm Khánh Trang,6.5,6.0,8.0,4.5,8.0,12
556,Vũ Khánh Hùng,4.0,6.5,3.5,5.0,8.0,7
557,Nguyễn Hoàng Hương,4.5,6.0,4.5,8.0,6.0,11
558,Huỳnh Hữu Thành,3.5,6.5,6.5,3.5,5.5,30
559,Lê Công Tú,7.0,3.5,3.0,6.5,5.5,8
560,Đỗ Ngọc Tú,5.5,7.5,5.0,3.5,5.5,8
561,Phan Hoàng Anh,8.5,3.5,4.0,7.5,8.5,28
562,Phan Khánh Thành,8.0,6.5,5.5,5.5,5.5,16
563,Phan Tấn Tuấn,4.5,8.5,4.0,7.0,8.5,18
564,Đặng Hữu Phong,6.5,6.0,4.0,4.0,5.5,26
565,Phạm Minh Tú,6.0,6.0,7.5,8.0,5.5,8
566,Đỗ Khánh Linh,8.0,3.5,5.5,6.5,6.5,20
567,Đặng Ngọc Dũng,7.5,8.5,3.5,6.0,6.5,11
568,Phan Hoàng Hương,8.0,4.5,7.0,5.5,6.5,17
569,Lê Thị Bảo,7.0,6.0,7.5,7.5,5.5,10
570,Bùi Khánh Dũng,8.0,4.5,6.5,3.5,8.5,17
571,Huỳnh Khánh Trang,5.5,4.5,6.5,4.5,8.0,13
572,Ngô Hữu Linh,4.5,8.5,5.5,8.0,7.0,5
573,Lê Hữu Tuấn,6.5,3.5,4.0,7.0,8.0,7
574,Đỗ Khánh Tú,7.0,6.5,3.5,4.0,8.0,14
575,Trần Công Hương,6.0,5.5,4.5,5.0,7.0,29
576,Trần Hữu Bảo,9.0,8.5,6.5,7.5,7.0,9
577,Lý Minh Hải,9.0,5.5,6.0,7.0,8.0,9
578,Phạm Văn Linh,4.0,3.5,4.5,5.5,6.0,24
579,Phan Minh Bảo,7.5,4.5,8.0,3.5,6.0,15
580,Huỳnh Hữu Hương,4.0,6.5,3.0,6.0,7.5,17
581,Võ Tấn Lan,5.5,4.0,4.5,7.5,8.0,12
582,Hồ Tấn Bảo,6.0,9.0,5.5,4.5,7.0,15
583,Lê Quốc Tú,7.0,7.5,5.5,5.0,8.5,26
584,Huỳnh Minh Linh,4.0,6.5,7.5,8.0,6.0,23
585,Đặng Minh Linh,3.5,5.0,7.5,6.5,6.5,7
586,Hồ Hữu Linh,8.0,4.5,4.5,4.5,6.0,13
587,Đặng Văn Linh,9.0,6.0,3.0,6.5,7.0,23
588,Đặng Công Linh,4.5,4.5,3.0,6.0,5.5,9
589,Ngô Hữu Phong,7.5,5.5,5.0,3.5,8.0,5
590,Phan Văn Anh,9.0,5.0,7.5,6.5,5.5,16
591,Đỗ Ngọc Dũng,3.5,4.5,7.5,6.0,6.5,20
592,Đặng Quốc Hải,6.0,4.5,6.5,6.0,5.5,19
593,Ngô Văn Trang,7.0,4.5,3.0,7.5,5.5,27
594,Phạm Hữu Hùng,6.0,8.5,5.0,8.0,7.5,20
595,Phan Ngọc Tú,5.0,6.0,6.0,7.5,8.0,29
596,Nguyễn Tấn Phong,5.5,3.5,6.0,4.5,7.0,26
597,Lê Ngọc Phát,4.5,6.0,4.0,6.0,8.0,14
598,Đặng Đức Anh,8.5,7.5,7.5,4.5,6.0,18
599,Hoàng Văn Bảo,7.5,7.0,5.0,4.5,6.5,30
600,Trần Minh Thành,4.5,5.0,3.5,4.0,6.0,25
601,Lý Thanh Nam,9.0,7.5,5.5,7.0,7.5,14
602,Bùi Thị Tuấn,4.0,6.0,6.0,7.0,5.5,21
603,Phan Ngọc Mai,5.0,8.0,3.5,4.5,5.5,29
604,Phạm Thanh Hương,8.5,6.5,8.0,6.0,8.0,30
605,Bùi Thanh Thành,4.0,7.0,3.5,5.5,8.5,12
606,Võ Quốc Dũng,8.5,9.0,3.5,5.5,7.0,13
607,Hồ Hoàng Lan,8.5,6.5,4.5,3.0,6.5,6
608,Phạm Thị Nam,9.0,4.0,4.0,8.0,8.0,24
609,Ngô Minh Tuấn,6.5,4.0,3.0,4.5,8.5,16
610,Phan Thanh Tuấn,5.0,7.0,5.5,3.5,8.0,5
611,Nguyễn Tấn Phát,6.5,8.0,5.0,4.0,6.5,16
612,Ngô Đức Hùng,7.0,4.0,3.0,3.5,8.0,12
613,Vũ Hoàng Trang,7.0,7.0,4.0,5.0,7.5,9
614,Phạm Quốc Hùng,8.5,5.0,5.0,6.0,7.5,17
615,Bùi Thị Lan,9.0,5.0,3.0,5.0,6.0,29
616,Bùi Tấn Linh,4.5,6.5,3.5,4.0,8.5,30
617,Ngô Hữu Anh,9.0,6.5,4.5,8.0,7.5,28
618,Lý Khánh Anh,5.5,3.5,3.0,7.0,8.5,7
619,Lý Đức Tuấn,7.0,6.5,4.5,7.5,6.0,30
620,Đỗ Công Phát,4.5,3.5,7.0,5.0,6.5,12
621,Lê Ngọc Hùng,8.5,6.5,4.0,7.5,7.5,29
622,Lý Tấn Anh,6.0,8.5,3.0,7.0,5.5,22
623,Đỗ Ngọc Phát,9.0,5.5,6.0,4.5,7.5,19
624,Phan Văn Tú,7.5,6.5,7.5,5.0,7.5,15
625,Lê Đức Hùng,8.0,4.5,7.0,3.5,6.0,5
626,Trần Tấn Nam,7.0,5.0,5.0,7.0,6.5,16
627,Ngô Đức Thành,9.0,4.5,3.5,4.0,6.0,16
628,Đỗ Thị Nam,4.5,6.5,6.5,8.0,7.0,27
629,Trần Ngọc Nam,8.5,7.0,7.0,4.5,7.5,15
630,Đặng Tấn Phát,6.0,3.5,3.5,7.0,7.5,14
631,Đỗ Văn Tuấn,5.0,7.0,5.0,4.5,8.5,18
632,Nguyễn Công Dũng,6.5,5.5,3.0,4.0,6.0,10
633,Bùi Hoàng Lan,3.5,8.0,7.5,3.5,7.0,22
634,Phạm Hữu Lan,6.5,5.5,4.0,6.0,5.5,27
635,Võ Thanh Bảo,7.0,5.5,3.0,4.5,8.5,5
636,Vũ Ngọc Phát,3.5,4.0,8.0,6.0,7.0,18
637,Vũ Thị Nam,5.5,3.5,5.5,6.0,6.0,13
638,Lý Công Phát,3.5,3.5,7.5,7.5,6.0,27
639,Hoàng Thị Nam,4.5,7.0,8.0,5.5,6.0,29
640,Phạm Tấn Tuấn,5.5,8.5,4.5,5.0,7.5,5
641,Vũ Công Hải,6.0,8.5,5.5,8.0,8.0,17
642,Trần Ngọc Tuấn,4.5,4.5,4.5,4.0,7.0,10
643,Đặng Công Phong,6.5,4.0,3.5,4.0,8.0,5
644,Nguyễn Quốc Mai,7.0,9.0,5.0,7.5,7.5,12
645,Phạm Thanh Tuấn,4.0,8.0,3.5,4.5,7.0,26
646,Đỗ Hữu Tú,9.0,7.0,6.5,8.0,5.5,26
647,Bùi Quốc Dũng,9.0,8.0,3.0,5.5,8.0,14
648,Trần Thị Bảo,4.0,3.5,3.5,7.0,7.5,9
649,Đỗ Hữu Hương,8.5,9.0,7.5,4.0,8.5,25
650,Lý Hoàng Phong,5.5,5.0,5.5,7.5,8.0,25
651,Phạm Thanh Hùng,6.5,5.0,5.5,7.0,7.5,13
652,Dương Quốc Nam,9.0,6.0,3.5,6.5,6.5,28
653,Phan Đức Phát,5.0,9.0,8.0,5.5,6.0,26
654,Hoàng Quốc Dũng,7.5,7.0,7.0,7.5,5.5,28
655,Huỳnh Ngọc Hương,8.5,6.5,3.0,6.5,7.0,10
656,Lê Thanh Anh,8.0,5.0,5.0,5.0,6.5,16
657,Phạm Thanh Linh,6.5,7.0,6.0,4.0,6.0,12
658,Hồ Ngọc Linh,4.0,5.5,8.0,7.0,7.5,30
659,Đặng Thanh Bảo,5.0,5.0,6.0,6.5,5.5,5
660,Trần Thị Hải,7.5,5.0,7.5,3.5,6.5,11
661,Huỳnh Thị Nam,8.5,5.5,5.0,6.5,7.0,23
662,Võ Quốc Phát,3.5,5.0,6.5,5.0,6.5,7
663,Võ Tấn Hương,4.5,6.0,6.0,3.0,6.0,14
664,Hồ Hữu Phát,3.5,7.5,5.5,5.0,8.5,26
665,Dương Khánh Phong,8.5,4.5,5.5,6.5,6.0,9
666,Vũ Quốc Hải,7.5,7.5,4.5,5.0,8.5,18
667,Dương Hoàng Mai,8.5,5.5,3.5,4.0,5.5,15
668,Lê Hoàng Trang,7.0,6.0,6.0,4.0,8.5,8
669,Dương Minh Hải,6.0,8.0,3.0,7.5,6.5,20
670,Vũ Văn Thành,7.0,4.5,4.5,3.0,7.5,23
671,Ngô Thanh Mai,3.5,6.5,5.5,4.0,8.5,26
672,Dương Văn Dũng,5.5,4.5,6.0,6.5,8.0,19
673,Huỳnh Công Hương,8.0,8.0,7.0,6.5,6.5,8
674,Phan Thị Thành,8.0,7.5,8.0,8.0,6.5,22
675,Đặng Văn Mai,7.0,6.0,7.5,6.0,5.5,24
676,Đỗ Hữu Tú,5.5,8.5,6.5,6.0,8.5,25
677,Bùi Khánh Linh,6.5,4.0,4.0,4.5,7.0,13
678,Hồ Văn Hương,5.0,5.5,4.5,7.5,7.0,28
679,Lê Thị Nam,8.0,5.5,3.5,7.0,6.5,7
680,Phan Thị Thành,5.5,7.0,8.0,5.0,5.5,25
681,Ngô Thị Tú,4.5,5.0,8.0,6.0,7.5,21
682,Đỗ Hoàng Tuấn,3.5,5.5,4.0,4.5,6.5,15
683,Bùi Thanh Linh,3.5,7.5,4.5,6.5,8.5,9
684,Trần Đức Hải,6.0,5.0,7.0,6.5,7.0,15
685,Lý Thanh Linh,7.5,6.5,8.0,5.5,5.5,5
686,Hồ Tấn Thành,6.5,6.5,3.5,5.5,6.5,26
687,Lê Thanh Linh,5.0,7.5,6.0,3.5,7.0,11
688,Hoàng Tấn Hùng,5.5,4.5,4.0,7.0,8.0,9
689,Nguyễn Thanh Tuấn,6.5,7.0,5.5,4.5,6.0,15
690,Phan Ngọc Phát,7.0,6.5,3.0,8.0,6.0,6
691,Đặng Minh Linh,7.0,4.0,7.5,6.0,8.0,6
692,Huỳnh Minh Bảo,6.0,4.5,5.5,4.5,7.5,24
693,Hồ Thị Thành,3.5,4.0,3.0,4.0,6.5,16
694,Võ Tấn Anh,9.0,4.5,5.5,6.0,7.0,24
695,Ngô Thị Mai,8.5,9.0,5.0,5.5,6.0,28
696,Đỗ Đức Tú,6.5,6.0,4.0,3.0,7.0,15
697,Lý Đức Mai,6.0,4.0,4.5,7.5,6.0,5
698,Phan Văn Anh,6.5,6.5,6.0,4.0,8.0,12
699,Vũ Đức Nam,7.5,9.0,7.0,8.0,7.0,5
700,Huỳnh Văn Hùng,5.5,3.5,8.0,8.0,8.5,6
701,Võ Thanh Dũng,5.5,8.0,8.0,5.0,7.0,22
702,Lê Đức Hùng,7.0,7.5,3.0,3.0,5.5,15
703,Ngô Khánh Dũng,9.0,9.0,5.0,6.0,5.5,30
704,Ngô Minh Dũng,4.5,8.0,6.5,7.0,7.0,21
705,Võ Ngọc Tú,7.5,5.0,3.0,4.0,7.5,30
706,Vũ Tấn Hải,7.0,5.0,5.0,3.5,6.5,9
707,Hoàng Minh Phát,9.0,4.5,4.5,7.5,8.0,14
708,Hồ Minh Lan,8.5,3.5,6.0,5.0,6.0,9
709,Võ Quốc Phát,5.0,6.5,5.0,6.0,7.0,22
710,Hoàng Hoàng Hải,8.0,5.5,6.0,3.0,5.5,21
711,Phạm Hoàng Lan,7.0,5.0,6.5,4.5,5.5,12
712,Hồ Văn Hương,7.5,4.0,7.5,3.0,8.5,18
713,Dương Minh Mai,5.5,9.0,3.0,4.5,8.5,18
714,Võ Hoàng Hải,5.0,5.0,5.0,7.0,7.5,5
715,Vũ Ngọc Phát,6.5,6.5,5.5,6.5,7.5,16
716,Võ Quốc Tuấn,5.0,7.5,4.0,5.0,6.0,18
717,Trần Hoàng Hùng,6.5,6.0,3.0,3.0,8.5,29
718,Huỳnh Văn Tuấn,8.0,3.5,7.5,5.5,7.0,11
719,Phan Quốc Hùng,8.5,7.0,5.5,6.0,6.0,6
720,Nguyễn Đức Bảo,5.0,7.5,4.5,6.0,6.5,22
721,Dương Quốc Linh,8.0,8.5,3.0,8.0,6.5,28
722,Nguyễn Khánh Linh,9.0,6.5,8.0,7.0,7.0,6
723,Huỳnh Minh Hải,8.5,6.5,7.5,8.0,6.5,24
724,Lý Quốc Phát,4.0,9.0,5.0,8.0,8.5,17
725,Nguyễn Đức Tú,8.5,4.0,3.5,3.5,8.5,22
726,Nguyễn Công Nam,6.0,7.5,3.5,7.5,6.5,15
727,Trần Tấn Tuấn,3.5,9.0,8.0,8.0,8.5,10
728,Võ Công Anh,7.0,5.5,6.0,6.0,7.0,15
729,Phan Văn Bảo,3.5,5.5,3.0,7.5,6.0,14
730,Phan Quốc Phong,8.5,7.5,7.0,3.0,6.5,13
731,Hoàng Công Lan,3.5,4.5,6.0,5.5,6.0,17
732,Lê Công Dũng,9.0,4.0,4.0,5.0,6.0,11
733,Hoàng Đức Hải,8.5,8.0,7.5,3.5,7.0,5
734,Võ Ngọc Tuấn,6.0,6.0,8.0,5.0,7.0,18
735,Dương Minh Anh,5.5,8.5,4.0,7.0,5.5,9
736,Trần Thanh Phát,8.0,3.5,5.5,8.0,7.5,9
737,Hoàng Văn Hải,4.0,7.0,6.5,5.0,6.5,18
738,Phan Hữu Hải,5.5,7.0,6.5,3.5,7.5,17
739,Ngô Văn Linh,6.0,6.0,7.0,3.5,6.0,27
740,Dương Khánh Trang,4.5,9.0,7.5,5.5,7.5,20
741,Phan Thanh Phong,7.0,8.5,4.0,4.5,7.0,19
742,Hoàng Văn Hương,6.0,9.0,3.5,5.0,5.5,20
743,Dương Thanh Linh,5.0,4.0,4.0,7.0,6.5,22
744,Phạm Thị Anh,3.5,8.0,8.0,4.0,6.5,5
745,Huỳnh Ngọc Phong,7.0,9.0,4.5,4.5,7.0,29
746,Lê Đức Mai,4.5,6.5,8.0,3.0,6.5,23
747,Võ Khánh Linh,8.5,7.5,4.0,5.5,8.0,21
748,Huỳnh Quốc Hải,7.0,7.0,6.0,3.5,6.0,30
749,Nguyễn Công Phong,4.5,5.0,7.0,5.0,7.5,11
750,Hoàng Hoàng Trang,9.0,6.5,7.0,3.0,6.0,18
751,Nguyễn Minh Bảo,6.5,3.5,7.5,7.0,8.0,16
752,Trần Hữu Hùng,7.5,7.5,7.5,7.5,8.0,17
753,Võ Đức Trang,6.5,5.0,5.5,5.5,8.5,14
754,Võ Khánh Lan,4.5,4.5,7.0,8.0,7.0,15
755,Trần Thị Dũng,5.0,5.0,5.5,5.5,8.5,24
756,Phan Văn Hải,6.5,8.5,3.5,7.5,8.0,21
757,Đỗ Khánh Hải,3.5,7.5,4.0,3.0,6.5,23
758,Huỳnh Quốc Phong,7.0,5.5,3.0,5.5,5.5,6
759,Huỳnh Hoàng Hương,6.5,7.5,4.0,7.5,5.5,18
760,Bùi Ngọc Trang,3.5,9.0,6.0,4.5,8.0,5
761,Đặng Thị Tú,6.0,9.0,7.0,7.5,8.5,5
762,Hồ Đức Hải,7.0,6.5,3.0,4.5,5.5,28
763,Nguyễn Hoàng Lan,6.0,4.0,4.5,5.5,8.0,9
764,Phan Công Anh,9.0,8.0,7.0,4.5,8.5,15
765,Vũ Quốc Hùng,6.5,5.0,3.5,7.5,6.0,11
766,Hồ Minh Trang,7.5,5.0,3.0,5.5,6.5,18
767,Nguyễn Quốc Hải,9.0,9.0,7.0,7.5,8.5,16
768,Nguyễn Quốc Nam,5.0,5.5,6.5,6.0,5.5,5
769,Vũ Hữu Dũng,6.5,5.0,5.5,7.5,6.0,22
770,Hoàng Quốc Tuấn,4.0,4.0,7.5,5.0,8.0,23
771,Dương Thanh Tú,5.5,3.5,8.0,4.5,6.5,12
772,Ngô Hữu Hải,5.0,8.5,6.0,4.5,8.0,17
773,Đặng Hoàng Tuấn,4.5,7.5,6.0,5.5,7.0,6
774,Lê Hữu Bảo,8.0,4.5,7.0,7.0,7.0,16
775,Hoàng Hoàng Hải,3.5,6.5,6.5,8.0,7.0,10
